tuscaloosanews , 0 
dothaneagle , 0 
arizonarepublic , 0 
TucsonStar , 0 
nwademgaz , 0 
TimesRecord , 0 
latimes , 0 
sfchronicle , 0 
denverpost , 1 
csgazette , 0 
hartfordcourant , 0 
nhregister , 0 
NewsWilmington , 0 
Doverpost , 0 
orlandosentinel , 0 
MiamiHerald , 0 
ajc , 0 
GwinnettDaily , 0 
MidWeekHawaii , 0 
StarAdvertiser , 0 
IdahoStatesman , 0 
twinfallstn , 0 
chicagotribune , 0 
Suntimes , 0 
indystar , 0 
nwi , 0 
DMRegister , 0 
gazettedotcom , 0 
kansasdotcom , 0 
CJOnline , 0 
courierjournal , 0 
heraldleader , 0 
theadvocatebr , 1 
shreveporttimes , 0 
sunjournal , 0 
PortlandPhoenix , 0 
baltimoresun , 0 
Baltimore_Times , 0 
BostonGlobe , 2 
bostonherald , 0 
freep , 0 
detroitnews , 0 
StarTribune , 0 
PioneerPress , 0 
clarionledger , 0 
DJournalnow , 0 
KCStar , 0 
stltoday , 0 
billingsgazette , 1 
GFTribune , 2 
OWHnews , 0 
JournalStarNews , 0 
reviewjournal , 0 
LasVegasSun , 1 
UnionLeader , 0 
laconiadailysun , 0 
starledger , 0 
TheRecordNJ , 0 
ABQJournal , 0 
thenewmexican , 0 
theobserver , 0 
newsobserver , 0 
WSJ , 0 
nytimes , 0 
theforum , 0 
bistrib , 0 
ThePlainDealer , 0 
Enquirer , 0 
TheOklahoman , 0 
tulsaworld , 0 
Oregonian , 0 
registerguard , 0 
PhillyDailyNews , 0 
PhillyInquirer , 0 
projo , 0 
TheValleyBreeze , 0 
GreenvilleNews , 0 
postandcourier , 0 
argusleader , 0 
RCJournal , 0 
Tennessean , 2 
newssentinel , 0 
dallasnews , 0 
HoustonChron , 0 
DeseretNews , 0 
sltrib , 0 
sevendaysvt , 0 
bfp_news , 0 
USATODAY , 0 
pilotnews , 0 
seattletimes , 0 
thenewstribune , 1 
GbrValleyWV , 0 
heralddispatch , 0 
journalsentinel , 0 
WiStateJournal , 0 
CSTribune , 0 
WTEnews , 0 
