tuscaloosanews , 0
dothaneagle , 0
arizonarepublic , 0
TucsonStar , 0
nwademgaz , 0
TimesRecord , 0
latimes , 1
sfchronicle , 0
denverpost , 1
csgazette , 1
hartfordcourant , 1
nhregister , 0
NewsWilmington , 0
Doverpost , 0
orlandosentinel , 2
MiamiHerald , 0
ajc , 0
GwinnettDaily , 0
MidWeekHawaii , 0
StarAdvertiser , 1
IdahoStatesman , 1
twinfallstn , 0
chicagotribune , 1
Suntimes , 1
indystar , 0
nwi , 0
DMRegister , 1
gazettedotcom , 0
kansasdotcom , 0
CJOnline , 0
courierjournal , 0
heraldleader , 0
theadvocatebr , 0
shreveporttimes , 0
sunjournal , 0
PortlandPhoenix , 0
baltimoresun , 0
Baltimore_Times , 0
BostonGlobe , 4
bostonherald , 1
freep , 2
detroitnews , 0
StarTribune , 2
PioneerPress , 0
clarionledger , 0
DJournalnow , 0
KCStar , 0
stltoday , 0
billingsgazette , 0
GFTribune , 0
OWHnews , 0
JournalStarNews , 0
reviewjournal , 0
LasVegasSun , 0
UnionLeader , 0
laconiadailysun , 0
starledger , 1
TheRecordNJ , 0
ABQJournal , 0
thenewmexican , 1
theobserver , 0
newsobserver , 0
WSJ , 1
nytimes , 5
theforum , 0
bistrib , 0
ThePlainDealer , 0
Enquirer , 0
TheOklahoman , 0
tulsaworld , 0
Oregonian , 0
registerguard , 0
PhillyDailyNews , 0
PhillyInquirer , 0
projo , 1
TheValleyBreeze , 0
GreenvilleNews , 0
postandcourier , 0
argusleader , 0
RCJournal , 0
Tennessean , 0
newssentinel , 0
dallasnews , 0
HoustonChron , 0
DeseretNews , 0
sltrib , 0
sevendaysvt , 0
bfp_news , 0
USATODAY , 3
pilotnews , 0
seattletimes , 0
thenewstribune , 0
GbrValleyWV , 0
heralddispatch , 0
journalsentinel , 2
WiStateJournal , 0
CSTribune , 0
WTEnews , 0
