tuscaloosanews , 0 
dothaneagle , 0 
arizonarepublic , 0 
TucsonStar , 3 
nwademgaz , 0 
TimesRecord , 0 
latimes , 9 
sfchronicle , 3 
denverpost , 2 
csgazette , 1 
hartfordcourant , 3 
nhregister , 0 
NewsWilmington , 0 
Doverpost , 0 
orlandosentinel , 4 
MiamiHerald , 1 
ajc , 1 
GwinnettDaily , 0 
MidWeekHawaii , 0 
StarAdvertiser , 4 
IdahoStatesman , 1 
twinfallstn , 0 
chicagotribune , 6 
Suntimes , 0 
indystar , 2 
nwi , 1 
DMRegister , 2 
gazettedotcom , 1 
kansasdotcom , 0 
CJOnline , 0 
courierjournal , 0 
heraldleader , 0 
theadvocatebr , 0 
shreveporttimes , 0 
sunjournal , 2 
PortlandPhoenix , 0 
baltimoresun , 1 
Baltimore_Times , 0 
BostonGlobe , 6 
bostonherald , 7 
freep , 1 
detroitnews , 1 
StarTribune , 3 
PioneerPress , 1 
clarionledger , 0 
DJournalnow , 0 
KCStar , 3 
stltoday , 0 
billingsgazette , 0 
GFTribune , 0 
OWHnews , 0 
JournalStarNews , 1 
reviewjournal , 0 
LasVegasSun , 0 
UnionLeader , 0 
laconiadailysun , 0 
starledger , 1 
TheRecordNJ , 0 
ABQJournal , 0 
thenewmexican , 0 
theobserver , 0 
newsobserver , 1 
WSJ , 4 
nytimes , 31 
theforum , 0 
bistrib , 0 
ThePlainDealer , 0 
Enquirer , 0 
TheOklahoman , 0 
tulsaworld , 0 
Oregonian , 1 
registerguard , 0 
PhillyDailyNews , 0 
PhillyInquirer , 0 
projo , 3 
TheValleyBreeze , 0 
GreenvilleNews , 0 
postandcourier , 1 
argusleader , 0 
RCJournal , 0 
Tennessean , 1 
newssentinel , 0 
dallasnews , 2 
HoustonChron , 1 
DeseretNews , 1 
sltrib , 0 
sevendaysvt , 0 
bfp_news , 0 
USATODAY , 7 
pilotnews , 0 
seattletimes , 2 
thenewstribune , 0 
GbrValleyWV , 0 
heralddispatch , 0 
journalsentinel , 0 
WiStateJournal , 4 
CSTribune , 1 
WTEnews , 1 
