tuscaloosanews , 0 
dothaneagle , 0 
arizonarepublic , 0 
TucsonStar , 1 
nwademgaz , 0 
TimesRecord , 1 
latimes , 6 
sfchronicle , 0 
denverpost , 4 
csgazette , 4 
hartfordcourant , 7 
nhregister , 0 
NewsWilmington , 0 
Doverpost , 0 
orlandosentinel , 2 
MiamiHerald , 5 
ajc , 4 
GwinnettDaily , 0 
MidWeekHawaii , 0 
StarAdvertiser , 3 
IdahoStatesman , 3 
twinfallstn , 0 
chicagotribune , 11 
Suntimes , 0 
indystar , 8 
nwi , 2 
DMRegister , 0 
gazettedotcom , 0 
kansasdotcom , 0 
CJOnline , 0 
courierjournal , 0 
heraldleader , 1 
theadvocatebr , 0 
shreveporttimes , 0 
sunjournal , 2 
PortlandPhoenix , 0 
baltimoresun , 0 
Baltimore_Times , 0 
BostonGlobe , 13 
bostonherald , 3 
freep , 3 
detroitnews , 7 
StarTribune , 3 
PioneerPress , 0 
clarionledger , 0 
DJournalnow , 1 
KCStar , 3 
stltoday , 1 
billingsgazette , 0 
GFTribune , 1 
OWHnews , 0 
JournalStarNews , 0 
reviewjournal , 1 
LasVegasSun , 1 
UnionLeader , 0 
laconiadailysun , 0 
starledger , 0 
TheRecordNJ , 0 
ABQJournal , 1 
thenewmexican , 0 
theobserver , 0 
newsobserver , 3 
WSJ , 11 
nytimes , 32 
theforum , 0 
bistrib , 0 
ThePlainDealer , 0 
Enquirer , 1 
TheOklahoman , 1 
tulsaworld , 0 
Oregonian , 5 
registerguard , 0 
PhillyDailyNews , 1 
PhillyInquirer , 2 
projo , 0 
TheValleyBreeze , 0 
GreenvilleNews , 0 
postandcourier , 1 
argusleader , 0 
RCJournal , 0 
Tennessean , 1 
newssentinel , 0 
dallasnews , 2 
HoustonChron , 1 
DeseretNews , 1 
sltrib , 2 
sevendaysvt , 0 
bfp_news , 0 
USATODAY , 8 
pilotnews , 0 
seattletimes , 6 
thenewstribune , 1 
GbrValleyWV , 0 
heralddispatch , 0 
journalsentinel , 2 
WiStateJournal , 4 
CSTribune , 0 
WTEnews , 0 
