tuscaloosanews , 0 
dothaneagle , 0 
arizonarepublic , 0 
TucsonStar , 0 
nwademgaz , 2 
TimesRecord , 1 
latimes , 22 
sfchronicle , 2 
denverpost , 0 
csgazette , 3 
hartfordcourant , 7 
nhregister , 2 
NewsWilmington , 0 
Doverpost , 0 
orlandosentinel , 8 
MiamiHerald , 4 
ajc , 4 
GwinnettDaily , 0 
MidWeekHawaii , 0 
StarAdvertiser , 4 
IdahoStatesman , 4 
twinfallstn , 1 
chicagotribune , 11 
Suntimes , 3 
indystar , 0 
nwi , 1 
DMRegister , 1 
gazettedotcom , 0 
kansasdotcom , 0 
CJOnline , 2 
courierjournal , 2 
heraldleader , 0 
theadvocatebr , 0 
shreveporttimes , 2 
sunjournal , 3 
PortlandPhoenix , 0 
baltimoresun , 3 
Baltimore_Times , 0 
BostonGlobe , 33 
bostonherald , 14 
freep , 5 
detroitnews , 2 
StarTribune , 3 
PioneerPress , 1 
clarionledger , 2 
DJournalnow , 0 
KCStar , 5 
stltoday , 3 
billingsgazette , 0 
GFTribune , 0 
OWHnews , 0 
JournalStarNews , 0 
reviewjournal , 1 
LasVegasSun , 3 
UnionLeader , 0 
laconiadailysun , 0 
starledger , 0 
TheRecordNJ , 0 
ABQJournal , 4 
thenewmexican , 2 
theobserver , 0 
newsobserver , 6 
WSJ , 29 
nytimes , 52 
theforum , 0 
bistrib , 0 
ThePlainDealer , 0 
Enquirer , 0 
TheOklahoman , 0 
tulsaworld , 1 
Oregonian , 4 
registerguard , 0 
PhillyDailyNews , 3 
PhillyInquirer , 1 
projo , 3 
TheValleyBreeze , 0 
GreenvilleNews , 3 
postandcourier , 0 
argusleader , 0 
RCJournal , 0 
Tennessean , 4 
newssentinel , 0 
dallasnews , 3 
HoustonChron , 5 
DeseretNews , 2 
sltrib , 2 
sevendaysvt , 0 
bfp_news , 0 
USATODAY , 24 
pilotnews , 0 
seattletimes , 4 
thenewstribune , 1 
GbrValleyWV , 0 
heralddispatch , 0 
journalsentinel , 1 
WiStateJournal , 4 
CSTribune , 0 
WTEnews , 0 
